issue,hundreds,tens,ones
2013248,1,1,5
2013249,3,0,7
2013250,9,0,4
2013251,7,5,3
2013252,5,7,3
2013253,6,8,3
2013254,9,5,6
2013255,2,9,5
2013256,5,9,8
2013257,3,9,8
2013258,0,5,5
2013259,4,1,3
2013260,6,2,6
2013261,2,2,7
2013262,6,4,3
2013263,6,8,1
2013264,7,4,8
2013265,3,7,3
2013266,5,5,2
2013267,0,5,1
2013268,4,1,4
2013269,1,6,6
2013270,2,9,5
2013271,3,8,5
2013272,3,0,9
2013273,5,6,8
2013274,6,0,0
2013275,2,5,0
2013276,9,5,4
2013277,3,9,3
2013278,1,3,4
2013279,4,0,9
2013280,1,9,4
2013281,0,0,5
2013282,8,4,6
2013283,5,4,7
2013284,1,6,9
2013285,1,6,5
2013286,1,9,2
2013287,2,0,0
2013288,7,4,8
2013289,7,4,0
2013290,3,2,3
2013291,6,6,7
2013292,0,9,3
2013293,9,5,6
2013294,1,9,8
2013295,3,4,2
2013296,9,4,3
2013297,8,0,3
2013298,7,3,2
2013299,2,0,7
2013300,3,8,3
2013301,7,7,6
2013302,8,8,2
2013303,2,8,9
2013304,2,1,2
2013305,8,6,0
2013306,2,9,1
2013307,6,9,4
2013308,3,7,8
2013309,9,8,2
2013310,2,7,1
2013311,3,5,8
2013312,7,8,4
2013313,8,9,8
2013314,7,1,1
2013315,8,9,9
2013316,0,8,8
2013317,1,9,7
2013318,2,4,4
2013319,4,6,0
2013320,5,7,3
2013321,9,8,7
2013322,6,4,8
2013323,1,1,4
2013324,1,6,7
2013325,8,6,3
2013326,2,3,3
2013327,4,0,5
2013328,9,5,7
2013329,5,2,9
2013330,0,0,4
2013331,2,2,4
2013332,4,2,3
2013333,7,8,9
2013334,6,8,0
2013335,0,0,8
2013336,4,2,3
2013337,0,3,0
2013338,5,1,7
2013339,8,6,7
2013340,8,0,5
2013341,9,8,0
2013342,8,9,9
2013343,7,7,6
2013344,1,4,9
2013345,0,7,2
2013346,0,1,9
2013347,5,5,4
2013348,5,7,4
2013349,5,2,4
2013350,3,2,2
2013351,7,2,6
2013352,1,7,6
2013353,1,8,5
2013354,0,2,4
2013355,2,9,3
2013356,1,6,4
2013357,3,2,0
2013358,9,6,8
2014001,6,8,7
2014002,6,3,4
2014003,6,4,3
2014004,9,5,5
2014005,7,5,5
2014006,9,9,2
2014007,2,8,3
2014008,5,9,0
2014009,4,3,2
2014010,6,4,5
2014011,3,1,9
2014012,3,6,8
2014013,6,1,3
2014014,9,4,5
2014015,7,4,2
2014016,2,2,4
2014017,0,5,7
2014018,4,7,4
2014019,6,1,0
2014020,0,8,7
2014021,8,7,5
2014022,9,6,9
2014023,3,0,3
2014024,3,4,4
2014025,6,8,3
2014026,3,0,0
2014027,7,7,4
2014028,8,0,5
2014029,6,1,8
2014030,4,8,8
2014031,2,0,4
2014032,2,5,6
2014033,4,4,4
2014034,3,3,5
2014035,7,2,3
2014036,6,3,0
2014037,8,0,9
2014038,0,0,4
2014039,4,7,8
2014040,0,6,8
2014041,7,0,2
2014042,1,5,6
2014043,8,5,4
2014044,5,8,5
2014045,2,3,6
2014046,2,4,8
2014047,9,0,3
2014048,2,1,4
2014049,3,9,2
2014050,7,5,7
2014051,3,1,0
2014052,7,9,3
2014053,7,0,0
2014054,2,5,7
2014055,7,6,1
2014056,3,8,6
2014057,5,0,2
2014058,2,1,0
2014059,8,7,1
2014060,9,7,7
2014061,8,1,9
2014062,3,0,0
2014063,7,4,2
2014064,3,6,1
2014065,2,0,8
2014066,6,9,3
2014067,0,7,2
2014068,9,6,8
2014069,6,5,2
2014070,9,1,1
2014071,5,3,7
2014072,6,6,2
2014073,0,3,6
2014074,9,2,1
2014075,1,4,6
2014076,5,5,9
2014077,7,1,2
2014078,6,3,0
2014079,2,0,6
2014080,6,7,0
2014081,5,4,4
2014082,9,3,4
2014083,5,2,1
2014084,5,5,8
2014085,6,2,3
2014086,0,5,6
2014087,0,3,0
2014088,4,0,4
2014089,5,0,6
2014090,4,8,2
2014091,4,9,5
2014092,3,0,3
2014093,9,9,8
2014094,2,8,5
2014095,5,5,3
2014096,7,3,8
2014097,3,8,9
2014098,5,4,8
2014099,2,8,6
2014100,1,7,0
2014101,8,9,2
2014102,3,5,2
2014103,2,5,0
2014104,9,5,7
2014105,6,1,3
2014106,9,7,0
2014107,6,6,9
2014108,9,6,0
2014109,9,6,5
2014110,7,6,8
2014111,4,8,7
2014112,4,2,9
2014113,1,2,4
2014114,2,4,3
2014115,6,4,5
2014116,9,1,0
2014117,8,2,9
2014118,1,8,2
2014119,3,8,3
2014120,7,5,8
2014121,7,4,3
2014122,4,9,9
2014123,3,1,5
2014124,7,0,1
2014125,8,5,2
2014126,5,8,8
2014127,3,4,1
2014128,7,8,0
2014129,1,4,5
2014130,2,1,1
2014131,8,7,0
2014132,1,3,9
2014133,6,5,0
2014134,0,8,5
2014135,4,0,9
2014136,8,4,0
2014137,1,6,9
2014138,5,8,7
2014139,7,6,4
2014140,9,0,1
2014141,9,2,1
2014142,5,9,4
2014143,2,4,4
2014144,0,7,7
2014145,6,1,2
2014146,3,6,7
2014147,5,7,8
2014148,1,8,0
2014149,2,6,2
2014150,1,0,7
2014151,3,9,1
2014152,8,2,1
2014153,3,9,2
2014154,1,1,5
2014155,6,7,7
2014156,4,1,9
2014157,5,7,5
2014158,4,1,1
2014159,3,1,2
2014160,0,4,5
2014161,9,4,6
2014162,5,8,7
2014163,6,6,8
2014164,3,4,1
2014165,4,6,6
2014166,3,1,6
2014167,9,8,6
2014168,4,8,1
2014169,2,7,9
2014170,6,3,0
2014171,6,3,1
2014172,8,4,3
2014173,3,5,9
2014174,6,5,9
2014175,3,4,7
2014176,6,8,5
2014177,2,6,0
2014178,0,7,7
2014179,1,3,0
2014180,1,9,9
2014181,8,0,6
2014182,8,0,4
2014183,9,8,7
2014184,3,9,7
2014185,6,3,6
2014186,2,8,4
2014187,8,7,6
2014188,9,6,5
2014189,8,5,8
2014190,5,9,7
2014191,4,1,1
2014192,2,0,8
2014193,5,3,1
2014194,6,2,6
2014195,8,9,5
2014196,8,8,3
2014197,8,3,2
2014198,9,8,0
2014199,6,4,8
2014200,5,8,3
2014201,3,6,3
2014202,6,2,7
2014203,6,4,8
2014204,2,8,4
2014205,2,7,2
2014206,6,5,7
2014207,2,5,8
2014208,2,4,1
2014209,1,9,4
2014210,5,8,5
2014211,6,9,7
2014212,5,5,3
2014213,4,4,7
2014214,7,7,0
2014215,1,7,5
2014216,9,3,8
2014217,3,5,4
2014218,2,3,8
2014219,8,5,9
2014220,6,2,8
2014221,3,8,4
2014222,6,7,2
2014223,4,4,4
2014224,6,8,9
2014225,9,0,2
2014226,6,7,5
2014227,7,0,3
2014228,8,5,5
2014229,6,8,1
2014230,6,8,8
2014231,8,0,3
2014232,1,1,9
2014233,2,8,3
2014234,5,8,0
2014235,3,3,0
2014236,4,3,0
2014237,2,6,0
2014238,4,2,5
2014239,5,5,2
2014240,4,1,1
2014241,1,4,3
2014242,1,2,4
2014243,8,7,6
2014244,1,2,2
2014245,6,0,8
2014246,6,2,7
2014247,7,1,4
2014248,7,0,8
2014249,2,8,1
2014250,1,8,0
2014251,4,2,4
2014252,9,0,2
2014253,2,9,8
2014254,0,3,1
2014255,3,9,5
2014256,7,6,7
2014257,1,9,4
2014258,7,1,8
2014259,5,5,1
2014260,5,7,8
2014261,9,8,8
2014262,9,4,1
2014263,3,0,4
2014264,3,9,5
2014265,5,0,2
2014266,5,8,2
2014267,1,6,2
2014268,6,2,1
2014269,9,4,2
2014270,2,7,5
2014271,3,9,2
2014272,4,7,8
2014273,3,7,0
2014274,3,6,1
2014275,8,9,7
2014276,4,6,0
2014277,6,6,9
2014278,2,0,9
2014279,0,6,6
2014280,5,2,4
2014281,3,3,9
2014282,6,8,4
2014283,1,5,0
2014284,6,7,0
2014285,1,3,9
2014286,6,6,7
2014287,7,3,8
2014288,1,0,0
2014289,4,7,5
2014290,0,7,6
2014291,0,7,3
2014292,8,0,2
2014293,0,8,1
2014294,8,1,7
2014295,8,2,9
2014296,9,2,4
2014297,1,6,1
2014298,0,1,1
2014299,5,5,7
2014300,6,0,5
2014301,2,1,3
2014302,6,0,5
2014303,9,4,9
2014304,0,4,1
2014305,4,7,4
2014306,3,9,1
2014307,6,4,2
2014308,4,2,9
2014309,4,6,1
2014310,9,6,3
2014311,2,9,6
2014312,3,0,8
2014313,1,9,2
2014314,7,1,3
2014315,3,1,2
2014316,6,7,8
2014317,0,4,1
2014318,3,8,2
2014319,7,7,4
2014320,1,8,2
2014321,9,7,4
2014322,6,6,7
2014323,9,4,5
2014324,9,3,5
2014325,2,8,8
2014326,9,7,8
2014327,0,8,8
2014328,3,6,2
2014329,7,8,5
2014330,6,1,4
2014331,2,8,7
2014332,3,3,0
2014333,4,3,7
2014334,1,4,2
2014335,4,0,7
2014336,5,1,3
2014337,6,6,8
2014338,9,1,7
2014339,6,4,9
2014340,3,7,0
2014341,7,7,3
2014342,7,9,7
2014343,6,1,4
2014344,2,0,9
2014345,6,9,5
2014346,3,5,1
2014347,9,9,8
2014348,5,2,2
2014349,7,7,1
2014350,2,2,3
2014351,5,0,5
2014352,7,2,7
2014353,5,1,5
2014354,7,1,3
2014355,7,7,3
2014356,3,7,1
2014357,6,1,0
2015001,2,4,5
2015002,0,4,7
2015003,0,2,9
2015004,9,3,7
2015005,0,3,1
2015006,0,5,3
2015007,0,5,5
2015008,9,1,9
2015009,7,3,0
2015010,5,9,9
2015011,6,6,0
2015012,0,4,7
2015013,7,6,4
2015014,4,0,2
2015015,2,0,7
2015016,6,5,6
2015017,0,2,7
2015018,9,0,2
2015019,9,0,9
2015020,7,3,1
2015021,7,0,0
2015022,9,8,2
2015023,3,2,5
2015024,8,7,5
2015025,2,1,8
2015026,0,6,8
2015027,4,5,2
2015028,2,8,3
2015029,3,6,7
2015030,2,7,8
2015031,1,1,7
2015032,7,1,1
2015033,1,5,0
2015034,1,7,8
2015035,7,4,4
2015036,2,7,5
2015037,8,3,3
2015038,0,4,3
2015039,0,9,4
2015040,0,7,6
2015041,7,9,4
2015042,5,2,1
2015043,2,2,4
2015044,8,6,1
2015045,6,5,6
2015046,6,3,6
2015047,7,9,9
2015048,4,7,2
2015049,0,4,3
2015050,6,8,3
2015051,1,6,3
2015052,1,9,7
2015053,6,2,2
2015054,3,9,5
2015055,4,6,4
2015056,7,8,3
2015057,8,5,6
2015058,5,6,9
2015059,8,8,9
2015060,6,4,0
2015061,2,8,5
2015062,8,2,7
2015063,5,4,7
2015064,3,6,8
2015065,7,9,9
2015066,6,8,8
2015067,4,4,2
2015068,7,5,7
2015069,1,5,8
2015070,1,9,6
2015071,8,0,7
2015072,5,6,1
2015073,6,8,0
2015074,8,4,0
2015075,4,9,0
2015076,2,8,8
2015077,3,0,1
2015078,4,9,1
2015079,6,2,2
2015080,8,1,0
2015081,2,2,4
2015082,0,6,9
2015083,1,7,8
2015084,7,1,8
2015085,9,4,7
2015086,4,7,2
2015087,3,1,4
2015088,9,5,5
2015089,8,3,6
2015090,8,9,9
2015091,3,4,9
2015092,6,3,4
2015093,3,6,7
2015094,5,6,5
2015095,7,4,6
2015096,7,9,6
2015097,2,6,8
2015098,3,0,9
2015099,3,2,6
2015100,8,8,7
2015101,4,3,8
2015102,9,3,6
2015103,7,7,6
2015104,6,7,4
2015105,1,3,9
2015106,2,4,1
2015107,4,1,5
2015108,7,5,8
2015109,4,7,4
2015110,9,8,8
2015111,8,7,1
2015112,4,5,1
2015113,4,0,5
2015114,8,4,4
2015115,5,9,8
2015116,7,7,1
2015117,7,1,6
2015118,6,0,7
2015119,0,7,9
2015120,7,8,4
2015121,2,2,7
2015122,2,7,4
2015123,2,4,0
2015124,5,9,9
2015125,2,5,9
2015126,9,7,1
2015127,0,9,7
2015128,3,1,3
2015129,0,5,5
2015130,2,1,8
2015131,4,7,1
2015132,6,8,5
2015133,0,0,1
2015134,6,6,1
2015135,2,3,1
2015136,3,7,8
2015137,2,3,9
2015138,1,8,2
2015139,3,3,9
2015140,7,5,5
2015141,8,1,2
2015142,3,6,0
2015143,8,8,0
2015144,9,8,0
2015145,1,9,7
2015146,4,6,1
2015147,3,3,1
2015148,7,5,0
2015149,0,2,2
2015150,2,7,5
2015151,4,3,0
2015152,6,6,0
2015153,4,5,1
2015154,4,1,1
2015155,1,8,8
2015156,8,2,7
2015157,2,2,2
2015158,0,3,7
2015159,8,4,7
2015160,2,9,7
2015161,8,2,3
2015162,0,3,9
2015163,0,3,0
2015164,1,3,3
2015165,5,6,7
2015166,1,8,9
2015167,6,0,1
2015168,3,0,6
2015169,5,1,1
2015170,3,1,3
2015171,6,7,2
2015172,8,6,4
2015173,4,9,8
2015174,5,0,3
2015175,7,4,3
2015176,7,7,3
2015177,6,0,5
2015178,1,4,1
2015179,3,8,1
2015180,7,0,2
2015181,2,8,1
2015182,4,1,7
2015183,7,3,1
2015184,1,1,9
2015185,8,7,0
2015186,5,1,9
2015187,8,7,8
2015188,6,6,3
2015189,2,2,4
2015190,4,0,8
2015191,7,1,3
2015192,7,7,4
2015193,4,1,6
2015194,6,5,1
2015195,7,8,1
2015196,8,1,3
2015197,5,8,0
2015198,5,7,7
2015199,1,3,1
2015200,5,5,3
2015201,9,0,5
2015202,9,2,5
2015203,9,8,8
2015204,6,4,4
2015205,3,1,3
2015206,0,9,0
2015207,6,3,5
2015208,2,5,3
2015209,5,4,7
2015210,5,0,8
2015211,7,0,1
2015212,8,9,6
2015213,2,0,5
2015214,2,4,1
2015215,2,1,6
2015216,0,5,3
2015217,3,6,5
2015218,1,9,9
2015219,5,6,6
2015220,8,8,4
2015221,0,6,5
2015222,5,5,0
2015223,8,0,1
2015224,8,1,0
2015225,2,3,4
2015226,1,4,5
2015227,1,8,7
2015228,2,9,0
2015229,6,7,1
2015230,9,5,2
2015231,6,8,3
2015232,8,1,1
2015233,4,3,2
2015234,4,5,4
2015235,1,0,7
2015236,2,6,4
2015237,1,0,7
2015238,2,6,7
2015239,8,9,9
2015240,4,6,2
2015241,9,5,7
2015242,7,6,4
2015243,8,9,9
2015244,8,8,7
2015245,8,3,1
2015246,3,1,3
2015247,4,9,8
2015248,9,9,5
2015249,3,1,9
2015250,8,7,3
2015251,6,6,8
2015252,9,6,7
2015253,5,1,4
2015254,1,7,8
2015255,8,3,5
2015256,7,2,2
2015257,8,8,9
2015258,5,5,5
2015259,0,6,4
2015260,1,1,8
2015261,3,2,0
2015262,9,6,3
2015263,0,8,2
2015264,9,1,4
2015265,0,1,9
2015266,7,5,2
2015267,7,8,7
2015268,3,3,4
2015269,7,7,7
2015270,7,0,5
2015271,1,9,1
2015272,8,2,8
2015273,7,9,0
2015274,7,5,5
2015275,4,4,6
2015276,0,1,1
2015277,7,0,6
2015278,8,4,5
2015279,6,1,2
2015280,9,8,1
2015281,1,4,4
2015282,8,6,4
2015283,9,1,5
2015284,5,7,7
2015285,5,0,8
2015286,0,2,0
2015287,9,7,7
2015288,9,9,9
2015289,6,9,6
2015290,7,9,5
2015291,8,9,6
2015292,1,0,0
2015293,9,2,0
2015294,6,2,8
2015295,2,3,2
2015296,3,6,1
2015297,8,8,8
2015298,2,3,6
2015299,6,5,7
2015300,2,5,6
2015301,2,7,1
2015302,1,2,0
2015303,4,7,5
2015304,7,5,1
2015305,6,0,2
2015306,3,9,2
2015307,4,7,3
2015308,8,4,9
2015309,8,9,9
2015310,5,1,6
2015311,6,5,6
2015312,3,1,8
2015313,0,0,8
2015314,0,1,0
2015315,4,0,3
2015316,8,6,9
2015317,6,2,8
2015318,1,1,1
2015319,8,6,0
2015320,7,8,5
2015321,2,8,6
2015322,9,3,9
2015323,7,6,4
2015324,6,9,8
2015325,6,0,7
2015326,8,1,8
2015327,8,1,9
2015328,3,7,3
2015329,4,5,1
2015330,3,6,9
2015331,0,7,0
2015332,4,3,4
2015333,9,8,0
2015334,2,6,1
2015335,9,9,6
2015336,3,6,9
2015337,6,2,4
2015338,2,5,4
2015339,0,1,4
2015340,0,7,9
2015341,0,7,0
2015342,6,4,2
2015343,6,5,5
2015344,1,3,4
2015345,6,1,2
2015346,2,2,9
2015347,2,3,2
2015348,9,9,7
2015349,6,8,0
2015350,4,6,1
2015351,9,9,3
2015352,4,3,8
2015353,3,9,1
2015354,3,5,6
2015355,3,4,4
2015356,4,7,5
2015357,2,5,8
2015358,2,6,1
2016001,8,7,9
2016002,2,7,3
2016003,1,5,9
2016004,6,7,1
2016005,5,8,1
2016006,7,0,9
2016007,9,5,2
2016008,5,8,3
2016009,3,5,3
2016010,8,0,2
2016011,8,1,5
2016012,1,8,0
2016013,3,2,4
2016014,9,3,8
2016015,3,4,9
2016016,4,4,7
2016017,5,3,1
2016018,5,6,3
2016019,2,7,8
2016020,5,2,1
2016021,6,9,9
2016022,9,1,6
2016023,7,2,9
2016024,6,2,4
2016025,1,1,0
2016026,3,2,4
2016027,2,8,0
2016028,4,1,6
2016029,0,2,6
2016030,2,9,3
2016031,5,9,2
2016032,7,7,8
2016033,3,8,7
2016034,6,0,6
2016035,9,8,1
2016036,9,6,8
2016037,4,6,8
2016038,9,6,0
2016039,2,4,8
2016040,1,4,3
2016041,5,1,9
2016042,7,0,1
2016043,5,5,7
2016044,0,1,0
2016045,6,9,2
2016046,3,8,3
2016047,6,0,6
2016048,8,5,1
2016049,7,3,9
2016050,7,3,1
2016051,5,2,8
2016052,6,4,1
2016053,9,4,9
2016054,3,2,8
2016055,5,5,3
2016056,9,4,1
2016057,5,4,3
2016058,1,2,6
2016059,7,4,1
2016060,0,3,9
2016061,7,5,4
2016062,8,0,3
2016063,3,5,6
2016064,0,6,2
2016065,4,5,0
2016066,1,8,1
2016067,0,0,1
2016068,0,7,5
2016069,6,4,3
2016070,8,9,6
2016071,6,5,0
2016072,0,2,0
2016073,8,1,5
2016074,7,7,7
2016075,8,4,5
2016076,6,4,4
2016077,7,1,7
2016078,9,0,8
2016079,0,7,5
2016080,2,6,1
2016081,6,3,5
2016082,6,4,0
2016083,2,8,9
2016084,2,8,2
2016085,9,6,7
2016086,2,4,9
2016087,0,9,9
2016088,4,7,3
2016089,1,1,1
2016090,9,5,4
2016091,4,0,5
2016092,8,7,5
2016093,6,2,2
2016094,8,2,4
2016095,7,0,4
2016096,3,4,8
2016097,5,3,2
2016098,4,1,4
2016099,2,1,7
2016100,5,5,1
2016101,0,6,1
2016102,2,8,2
2016103,1,2,6
2016104,9,0,0
2016105,6,9,9
2016106,0,4,3
2016107,2,3,8
2016108,4,8,0
2016109,1,0,0
2016110,6,5,0
2016111,3,3,6
2016112,3,4,0
2016113,6,7,9
2016114,9,8,1
2016115,6,3,1
2016116,4,2,5
2016117,3,2,6
2016118,7,0,3
2016119,3,0,8
2016120,9,3,6
2016121,8,4,3
2016122,7,6,2
2016123,7,0,8
2016124,9,1,4
2016125,5,9,4
2016126,1,3,4
2016127,9,5,7
2016128,1,2,3
2016129,6,4,1
2016130,8,6,2
2016131,7,5,3
2016132,4,5,3
2016133,6,9,1
2016134,1,0,7
2016135,7,3,2
2016136,6,1,9
2016137,3,9,3
2016138,5,6,0
2016139,2,5,0
2016140,7,8,7
2016141,6,8,8
2016142,4,3,5
2016143,5,0,3
2016144,6,2,5
2016145,9,4,1
2016146,7,6,1
2016147,9,8,9
2016148,8,1,3
2016149,7,5,3
2016150,9,1,2
2016151,3,3,6
2016152,4,9,8
2016153,1,7,4
2016154,8,3,9
2016155,7,8,4
2016156,2,7,8
2016157,1,5,1
2016158,9,2,0
2016159,6,9,1
2016160,0,1,7
2016161,0,4,1
2016162,6,3,4
2016163,0,3,3
2016164,2,7,3
2016165,0,4,1
2016166,3,9,6
2016167,2,4,9
2016168,1,1,9
2016169,7,0,6
2016170,9,0,9
2016171,5,9,8
2016172,3,2,3
2016173,6,9,5
2016174,0,0,7
2016175,6,4,1
2016176,7,1,2
2016177,1,9,5
2016178,2,4,4
2016179,3,8,7
2016180,6,5,9
2016181,8,6,9
2016182,4,8,9
2016183,6,9,5
2016184,7,0,3
2016185,3,8,0
2016186,6,1,8
2016187,1,3,9
2016188,0,9,9
2016189,7,9,0
2016190,8,2,3
2016191,3,0,8
2016192,6,6,1
2016193,6,9,5
2016194,4,0,7
2016195,6,1,0
2016196,9,0,7
2016197,9,1,5
2016198,3,0,3
2016199,3,4,7
2016200,9,3,2
2016201,3,2,0
2016202,7,8,4
2016203,9,7,5
2016204,3,2,9
2016205,4,9,9
2016206,1,7,3
2016207,5,9,6
2016208,9,5,0
2016209,0,2,3
2016210,2,7,9
2016211,6,3,4
2016212,0,3,8
2016213,1,7,3
2016214,9,4,2
2016215,1,4,4
2016216,3,3,4
2016217,0,3,8
2016218,2,3,3
2016219,4,1,0
2016220,3,6,7
2016221,8,0,8
2016222,4,0,4
2016223,2,9,7
2016224,2,7,8
2016225,2,1,2
2016226,2,8,9
2016227,6,9,8
2016228,1,8,8
2016229,3,7,8
2016230,4,9,7
2016231,4,5,8
2016232,1,3,2
2016233,6,9,4
2016234,2,0,4
2016235,5,5,4
2016236,8,9,1
2016237,5,3,1
2016238,0,3,7
2016239,5,6,0
2016240,0,8,7
2016241,4,9,9
2016242,3,9,5
2016243,4,4,6
2016244,6,9,9
2016245,7,6,0
2016246,3,1,9
2016247,4,4,1
2016248,1,3,9
2016249,1,0,9
2016250,4,1,6
2016251,8,6,0
2016252,0,5,2
2016253,2,6,5
2016254,5,6,4
2016255,4,5,1
2016256,6,2,8
2016257,9,7,6
2016258,2,6,6
2016259,3,2,8
2016260,0,6,1
2016261,0,4,9
2016262,6,5,9
2016263,4,8,9
2016264,8,9,8
2016265,5,2,5
2016266,9,1,4
2016267,9,8,9
2016268,1,0,5
2016269,8,6,0
2016270,4,1,1
2016271,4,4,3
2016272,3,7,3
2016273,5,6,5
2016274,8,8,3
2016275,8,7,4
2016276,2,7,7
2016277,0,8,5
2016278,4,3,5
2016279,6,2,4
2016280,3,7,8
2016281,9,9,8
2016282,6,2,6
2016283,7,4,0
2016284,1,4,3
2016285,8,4,8
2016286,9,0,7
2016287,6,2,1
2016288,0,1,0
2016289,3,5,9
2016290,4,3,0
2016291,1,3,7
2016292,5,0,7
2016293,3,2,6
2016294,3,3,4
2016295,7,8,9
2016296,7,8,4
2016297,1,6,0
2016298,6,5,1
2016299,0,4,5
2016300,8,0,5
2016301,5,7,2
2016302,6,5,6
2016303,8,0,1
2016304,8,5,6
2016305,7,4,4
2016306,0,7,3
2016307,9,9,7
2016308,7,4,3
2016309,8,3,0
2016310,0,4,5
2016311,3,9,8
2016312,1,1,3
2016313,3,7,3
2016314,1,5,7
2016315,8,8,8
2016316,7,7,4
2016317,2,4,3
2016318,4,7,0
2016319,5,5,7
2016320,5,2,9
2016321,8,3,2
2016322,1,5,3
2016323,8,7,7
2016324,6,6,3
2016325,9,6,1
2016326,6,9,0
2016327,8,3,1
2016328,7,0,9
2016329,2,4,4
2016330,3,1,8
2016331,9,8,3
2016332,7,7,6
2016333,0,5,4
2016334,1,8,9
2016335,5,5,0
2016336,0,9,7
2016337,2,9,9
2016338,3,0,1
2016339,2,6,2
2016340,4,9,3
2016341,1,5,1
2016342,4,4,8
2016343,2,2,5
2016344,3,6,7
2016345,5,5,9
2016346,0,2,9
2016347,8,0,6
2016348,2,8,9
2016349,0,4,9
2016350,3,8,3
2016351,8,1,8
2016352,0,1,6
2016353,0,8,4
2016354,4,2,8
2016355,9,4,2
2016356,1,2,5
2016357,4,1,5
2016358,1,1,0
2016359,8,8,3
2017001,3,6,9
2017002,7,7,9
2017003,6,5,0
2017004,3,1,7
2017005,2,4,6
2017006,8,8,8
2017007,7,8,3
2017008,1,6,9
2017009,2,0,2
2017010,9,7,6
2017011,9,0,9
2017012,1,2,5
2017013,5,8,2
2017014,2,2,1
2017015,9,5,0
2017016,4,6,9
2017017,8,1,7
2017018,3,1,5
2017019,6,0,6
2017020,8,9,3
2017021,8,5,4
2017022,0,2,8
2017023,2,5,0
2017024,7,0,9
2017025,3,5,9
2017026,2,5,9
2017027,8,7,3
2017028,1,9,3
2017029,2,7,2
2017030,1,0,7
2017031,3,7,6
2017032,2,3,7
2017033,1,1,4
2017034,3,4,8
2017035,6,2,4
2017036,6,5,0
2017037,8,9,7
2017038,1,3,4
2017039,3,9,5
2017040,8,9,9
2017041,4,8,0
2017042,0,0,0
2017043,0,5,0
2017044,8,6,1
2017045,6,7,9
2017046,5,7,0
2017047,9,4,5
2017048,5,5,7
2017049,0,3,6
2017050,2,7,8
2017051,7,0,2
2017052,7,3,1
2017053,6,5,2
2017054,7,5,4
2017055,2,7,6
2017056,1,0,2
2017057,2,4,2
2017058,2,6,2
2017059,1,4,3
2017060,8,6,8
2017061,4,5,4
2017062,9,7,5
2017063,8,6,4
2017064,1,5,8
2017065,5,7,7
2017066,3,2,2
2017067,6,4,4
2017068,9,1,0
2017069,5,1,8
2017070,2,3,1
2017071,8,8,2
2017072,1,7,4
2017073,0,7,5
2017074,5,7,6
2017075,7,8,7
2017076,0,7,4
2017077,0,2,0
2017078,4,4,9
2017079,4,8,7
2017080,7,3,5
2017081,1,2,9
2017082,6,2,5
2017083,1,0,5
2017084,8,2,2
2017085,5,6,0
2017086,6,9,7
2017087,3,7,7
2017088,3,6,6
2017089,5,1,8
2017090,3,9,0
2017091,3,4,1
2017092,3,0,5
2017093,8,4,0
2017094,5,7,3
2017095,5,9,3
2017096,4,7,0
2017097,7,4,9
2017098,4,0,7
2017099,0,4,6
2017100,5,9,6
2017101,8,0,9
2017102,6,9,8
2017103,3,5,0
2017104,5,2,4
2017105,4,2,1
2017106,9,3,6
2017107,7,2,5
2017108,5,5,7
2017109,4,8,8
2017110,2,6,6
2017111,3,3,1
2017112,6,9,5
2017113,7,4,5
2017114,1,6,7
2017115,1,6,0
2017116,8,1,4
2017117,7,3,1
2017118,6,0,5
2017119,5,0,9
2017120,2,8,4
2017121,4,3,9
2017122,0,4,5
2017123,0,0,8
2017124,0,1,5
2017125,8,7,8
2017126,4,9,9
2017127,6,2,3
2017128,0,5,5
2017129,5,6,6
2017130,6,7,6
2017131,4,8,2
2017132,5,5,6
2017133,9,2,0
2017134,3,5,9
2017135,0,7,7
2017136,8,8,8
2017137,1,1,9
2017138,1,8,1
2017139,6,9,5
2017140,6,1,4
2017141,1,1,5
2017142,8,7,7
2017143,6,9,8
2017144,5,8,5
2017145,9,4,5
2017146,5,4,9
2017147,2,9,9
2017148,7,3,9
2017149,7,3,9
2017150,1,1,3
2017151,0,7,6
2017152,7,0,7
2017153,6,0,8
2017154,3,6,3
2017155,9,3,5
2017156,2,4,8
2017157,1,7,3
2017158,2,8,5
2017159,8,7,2
2017160,2,1,0
2017161,7,9,7
2017162,3,9,8
2017163,0,0,8
2017164,3,1,2
2017165,3,3,3
2017166,4,9,6
2017167,4,7,1
2017168,1,3,6
2017169,8,5,4
2017170,8,8,1
2017171,3,4,6
2017172,5,5,8
2017173,6,9,4
2017174,4,1,4
2017175,0,0,1
2017176,2,7,6
2017177,9,7,5
2017178,7,4,4
2017179,1,5,9
2017180,3,6,4
2017181,5,6,9
2017182,1,4,8
2017183,9,9,4
2017184,8,9,9
2017185,2,2,8
2017186,0,3,3
2017187,6,1,3
2017188,7,4,1
2017189,5,6,2
2017190,8,8,3
2017191,5,6,7
2017192,4,0,6
2017193,3,5,2
2017194,4,6,6
2017195,6,8,6
2017196,1,7,4
2017197,6,8,1
2017198,7,0,3
2017199,3,6,7
2017200,8,2,7
2017201,3,5,8
2017202,9,9,6
2017203,0,7,0
2017204,0,5,3
2017205,7,7,0
2017206,3,4,4
2017207,3,3,1
2017208,8,2,2
2017209,3,5,4
2017210,2,5,6
2017211,1,2,4
2017212,7,1,6
2017213,9,8,6
